Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,transaction_value,latitude,longitude,crypto_price_change,is_anomaly
41353.0,-15.0209806030789,8.07523975163174,-16.2980905380446,5.66482005292134,-11.9181533731348,-4.24695712395156,-14.7166675516611,9.43508432139337,-6.7953981269244,-15.1241628144947,6.03766622940467,-11.6767222367813,1.32697878633103,-12.3816058947985,-0.0716392778020956,-9.48414337021449,-19.6718814509262,-7.64327282087749,1.16906441801605,-0.995786857833133,2.52511546344786,-0.832074336953531,-0.186116823393738,0.429780833741005,0.697102812320081,0.0560310740941657,-1.31088762047629,-0.707402991270252,34.12,1,2096.1889089592323,-18.652277,-33.836497,-5.969049,False
124214.0,-0.730550224366062,1.17868112925023,1.50082143402051,0.655613258275643,0.812918732101773,0.0419643503297494,0.757924173183979,0.10658510197682,-0.691652074671024,-0.280132941747061,-0.803269880363627,-0.0857086154242481,0.195148849013074,0.217342697696354,0.966782052060257,-0.245587561302669,-0.229859185023301,-0.319040857314855,0.815734406676339,0.253922291312892,-0.463474002743718,-1.32620549972494,-0.066407075443214,0.505590692228027,0.303902044583885,-0.886302446711302,0.324902186228548,0.152606706051017,7.12,0,1957.7042483412563,84.051642,-108.566388,-5.969049,False
159197.0,2.01143177764437,0.0902190662347362,-1.61288284621444,0.337718579631917,0.399977706843208,-0.578660834131872,0.057197311353033,-0.0631912295726682,0.251837243225302,-0.211787100348309,1.30572658993841,0.80441409008027,-0.261868900502022,-0.590504567793751,-0.438334829506138,0.411829072743225,0.355750850314477,0.0657549249497572,0.204807638086698,-0.171105576364438,-0.297967210535742,-0.792347501273997,0.35903502885854,0.604595824451922,-0.333899521567293,0.148996611968005,-0.0643668810854232,-0.0399050437658717,1.29,0,3996.724713854303,22.858581,-10.468551,-5.969049,False
86152.0,-1.84702992765789,0.891559503778156,1.63841670573356,0.331569408025067,-0.531056661463911,0.257183935318817,-0.475163728473281,1.09646074969672,-0.296590049920722,-1.16800453239517,0.100354028680098,1.77189172306633,1.00341596010212,-0.0482364959635293,-2.00592784847604,0.537553956448591,-0.434720499358857,0.29789027612659,-0.286666023305971,-0.320776316914834,0.0384694791256295,-0.032832412937367,-0.272232011658112,0.0405817242577759,0.200252583991039,-0.613994774170441,-0.186287715375981,-0.130521677398067,35.0,0,3634.481687355718,-17.6347615,157.715994,-5.969049,False
151087.0,-1.30741185138648,0.366286096462653,0.281145677676436,3.76216619400503,-3.52868440145165,3.92537785422759,3.14824873196779,0.16161017279963,-3.20537295150605,1.15218949753605,-2.19225447389782,-1.54119726988949,0.261371144334147,0.0469049064728981,0.415309570326554,-1.03592149566602,0.439032016665045,1.46065563825425,0.964457426888802,-0.123524084769902,-0.8011027290139,-1.83845816888009,0.659404242017123,-0.135505485930565,-0.0063859932751173,0.085865712771477,0.210869308280216,-0.168505930716007,864.12,0,3885.650668180369,-80.602584,-70.029403,-5.969049,False
49254.0,-0.185825870229387,-0.342880390687166,1.74828602310333,-0.356951068579743,-0.937414703487978,-0.0337406070142611,-0.962736592378465,0.178065641964809,-1.11446457157828,1.01080837574976,0.970117106593207,-0.787680234479753,-0.350427156841491,-0.161836826353378,1.24163789033369,1.09885516956223,0.320193871601499,0.184668539153356,2.38851764703785,0.231636967993418,0.4975928413096,1.37988884211292,-0.232971460692188,0.0624003072634105,-0.44834933402083,0.124364230431106,0.0620488157643303,0.0357163477792064,29.99,0,236.9956108013475,-22.720885,148.944356,-5.969049,False
154249.0,-2.44416090898466,-1.10402324799635,-0.104039419563226,-1.78640419006552,1.46141435141014,-1.75103532583371,-0.26689889941626,0.355588094104419,-1.72075785307615,-0.712737658137365,0.569110131031649,-0.618631083470631,-0.656086539092926,-0.765265965518152,-1.31465753131288,1.67145686716183,0.947950066179424,-0.479999786881623,0.552064341629946,0.190967241359404,0.0995635066788451,-0.374676454490347,-0.343636089536888,-0.505411270890172,0.917180893431037,-0.25087664881496,-0.306436105748416,-0.0344539962936589,10.0,0,1583.1195651538044,10.2588175,-14.520026,-5.969049,False
145736.0,2.05404519072546,0.0630032756707034,-1.81661768625953,0.236793497373424,0.569862404674565,-0.400184955016526,0.0384043237002447,-0.039448977402689,0.336937959435332,-0.192562977516817,0.773511129207661,0.448670851352836,-0.51189050688267,-0.557635162948191,-0.414096843796797,0.624521858738603,0.146170487238338,0.350726375258813,0.457855799671443,-0.171664857044947,-0.339094028479289,-0.930770290796706,0.297982030540528,0.17086869328693,-0.266821195550033,0.174447708676818,-0.0703083622618628,-0.0449319383046835,0.99,0,2296.2779608304636,-29.243281,-2.838825,-5.969049,False
74499.0,-1.80749830629529,1.98788465342721,0.704110922805846,1.02461584923897,-0.384977159257277,-0.158988887620475,0.0254299048900311,0.359828735621327,-0.393437953471928,0.475162647638667,-0.369370193268347,0.229943422918,0.311630238463208,0.438284990055495,1.52730820955503,-0.514781225252053,0.3235443888481,-0.356778416254424,0.356812447672268,-0.260866783199217,0.260922325920382,0.342030917174699,0.0305722066566777,0.0725192379429542,-0.426828463932487,-0.45152008179408,-1.33429309556737,-0.17605875341297,4.5,0,4544.267759012696,-83.122906,-90.990882,-5.969049,False
153392.0,-1.05403839456314,1.76335146969679,-0.565988436384195,0.561560559069514,0.848965272047289,-0.424386552044217,1.1099991880563,0.0334711937565133,0.164803870536912,1.46838568325494,0.0232909091398554,-0.516867815709087,-2.18742711008745,0.760386708793533,-0.718440825820732,-0.897380581902489,-0.127310730072905,0.424806700288058,1.08917367676117,0.448243116402986,-0.0091521860365256,0.460063704721701,-0.300940468932285,-0.515183027670207,0.189757088225962,-0.343029939939366,0.836928353658557,0.49794183173585,2.99,0,4573.763235296597,26.5855885,92.397534,-5.969049,False
